,camis,name,boro,building,street,zipcode,phone,cuisine_description,inspection_date,action,violation_code,violation_description,critical_flag,score,inspection_type,address,zip_code,rating,price,cuisine
1419,41142196,ukus,queens,4208,30 avenue,11103,7182678587,Eastern European,2018-01-22,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4.0,Cycle Inspection / Re-inspection,4208 30 ave,11103,4.0,$$,modern_european
1420,41142196,ukus,queens,4208,30 avenue,11103,7182678587,Eastern European,2018-06-20,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,19.0,Cycle Inspection / Initial Inspection,4208 30 ave,11103,4.0,$$,modern_european
1421,41142196,ukus,queens,4208,30 avenue,11103,7182678587,Eastern European,2018-07-18,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,Cycle Inspection / Re-inspection,4208 30 ave,11103,4.0,$$,modern_european
1422,41142196,ukus,queens,4208,30 avenue,11103,7182678587,Eastern European,2018-12-28,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,21.0,Cycle Inspection / Initial Inspection,4208 30 ave,11103,4.0,$$,modern_european
1423,41142196,ukus,queens,4208,30 avenue,11103,7182678587,Eastern European,2019-01-26,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,13.0,Cycle Inspection / Re-inspection,4208 30 ave,11103,4.0,$$,modern_european
1424,41151907,the back room,manhattan,102,norfolk street,10002,2122285098,American,2016-05-18,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,12.0,Cycle Inspection / Initial Inspection,102 norfolk st,10002,3.5,$$,lounges
1425,41151907,the back room,manhattan,102,norfolk street,10002,2122285098,American,2017-10-10,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,38.0,Cycle Inspection / Initial Inspection,102 norfolk st,10002,3.5,$$,lounges
1426,41151907,the back room,manhattan,102,norfolk street,10002,2122285098,American,2017-12-05,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11.0,Cycle Inspection / Re-inspection,102 norfolk st,10002,3.5,$$,lounges
1427,41151907,the back room,manhattan,102,norfolk street,10002,2122285098,American,2018-06-12,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,42.0,Cycle Inspection / Initial Inspection,102 norfolk st,10002,3.5,$$,lounges
1428,41151907,the back room,manhattan,102,norfolk street,10002,2122285098,American,2018-07-05,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,26.0,Cycle Inspection / Re-inspection,102 norfolk st,10002,3.5,$$,lounges
1429,41152741,beach cafe,manhattan,1326,2 avenue,10021,2129887299,American,2016-03-08,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12.0,Cycle Inspection / Initial Inspection,1326 2 ave,10021,2.5,$$,tradamerican
1430,41152741,beach cafe,manhattan,1326,2 avenue,10021,2129887299,American,2017-08-01,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,14.0,Cycle Inspection / Initial Inspection,1326 2 ave,10021,2.5,$$,tradamerican
1431,41152741,beach cafe,manhattan,1326,2 avenue,10021,2129887299,American,2017-10-30,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,12.0,Cycle Inspection / Re-inspection,1326 2 ave,10021,2.5,$$,tradamerican
1432,41152741,beach cafe,manhattan,1326,2 avenue,10021,2129887299,American,2018-04-02,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,7.0,Cycle Inspection / Initial Inspection,1326 2 ave,10021,2.5,$$,tradamerican
1433,41155285,el rey ii restaurant,brooklyn,1064,liberty avenue,11208,7182355522,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-06-24,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,15.0,Cycle Inspection / Initial Inspection,1064 liberty ave,11208,3.5,$$,spanish
1434,41155285,el rey ii restaurant,brooklyn,1064,liberty avenue,11208,7182355522,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-07-10,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,15.0,Cycle Inspection / Re-inspection,1064 liberty ave,11208,3.5,$$,spanish
1435,41155285,el rey ii restaurant,brooklyn,1064,liberty avenue,11208,7182355522,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-12-03,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,5.0,Cycle Inspection / Initial Inspection,1064 liberty ave,11208,3.5,$$,spanish
1436,41155285,el rey ii restaurant,brooklyn,1064,liberty avenue,11208,7182355522,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-01-09,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,26.0,Cycle Inspection / Initial Inspection,1064 liberty ave,11208,3.5,$$,spanish
1437,41155285,el rey ii restaurant,brooklyn,1064,liberty avenue,11208,7182355522,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-02-17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15.0,Cycle Inspection / Re-inspection,1064 liberty ave,11208,3.5,$$,spanish
1438,41155285,el rey ii restaurant,brooklyn,1064,liberty avenue,11208,7182355522,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-09-29,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13.0,Cycle Inspection / Initial Inspection,1064 liberty ave,11208,3.5,$$,spanish
1439,41155285,el rey ii restaurant,brooklyn,1064,liberty avenue,11208,7182355522,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2017-11-01,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12.0,Cycle Inspection / Re-inspection,1064 liberty ave,11208,3.5,$$,spanish
1440,41155285,el rey ii restaurant,brooklyn,1064,liberty avenue,11208,7182355522,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2018-03-21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,Cycle Inspection / Initial Inspection,1064 liberty ave,11208,3.5,$$,spanish
1441,41155726,liberato restaurant,bronx,10,west burnside avenue,10453,7187166200,Spanish,2015-12-10,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2 hours, and from 70º F to 41º F or less within 4 additional hours.",Critical,20.0,Cycle Inspection / Initial Inspection,10 w burnside ave,10453,2.5,$$,latin
1442,41155726,liberato restaurant,bronx,10,west burnside avenue,10453,7187166200,Spanish,2015-12-23,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11.0,Cycle Inspection / Re-inspection,10 w burnside ave,10453,2.5,$$,latin
1443,41155726,liberato restaurant,bronx,10,west burnside avenue,10453,7187166200,Spanish,2016-08-18,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,21.0,Cycle Inspection / Initial Inspection,10 w burnside ave,10453,2.5,$$,latin
1444,41155726,liberato restaurant,bronx,10,west burnside avenue,10453,7187166200,Spanish,2016-08-29,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9.0,Cycle Inspection / Re-inspection,10 w burnside ave,10453,2.5,$$,latin
1445,41155726,liberato restaurant,bronx,10,west burnside avenue,10453,7187166200,Spanish,2017-04-11,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,19.0,Cycle Inspection / Initial Inspection,10 w burnside ave,10453,2.5,$$,latin
1446,41155726,liberato restaurant,bronx,10,west burnside avenue,10453,7187166200,Spanish,2017-06-14,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7.0,Cycle Inspection / Re-inspection,10 w burnside ave,10453,2.5,$$,latin
1447,41155726,liberato restaurant,bronx,10,west burnside avenue,10453,7187166200,Spanish,2018-02-08,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9.0,Cycle Inspection / Initial Inspection,10 w burnside ave,10453,2.5,$$,latin
1448,41163308,los pollitos iii,brooklyn,499,myrtle avenue,11205,7186366125,Mexican,2015-05-22,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13.0,Cycle Inspection / Initial Inspection,499 myrtle ave,11205,2.5,$$,mexican
1449,41163308,los pollitos iii,brooklyn,499,myrtle avenue,11205,7186366125,Mexican,2015-06-17,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,5.0,Cycle Inspection / Re-inspection,499 myrtle ave,11205,2.5,$$,mexican
1450,41163308,los pollitos iii,brooklyn,499,myrtle avenue,11205,7186366125,Mexican,2015-11-24,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,29.0,Cycle Inspection / Initial Inspection,499 myrtle ave,11205,2.5,$$,mexican
1451,41163308,los pollitos iii,brooklyn,499,myrtle avenue,11205,7186366125,Mexican,2015-12-23,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,12.0,Cycle Inspection / Re-inspection,499 myrtle ave,11205,2.5,$$,mexican
1452,41163308,los pollitos iii,brooklyn,499,myrtle avenue,11205,7186366125,Mexican,2016-06-09,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,23.0,Cycle Inspection / Initial Inspection,499 myrtle ave,11205,2.5,$$,mexican
